coc_number,coc_name,coc_category,total_homeless,es_beds,rrh_beds,psh_beds,population,homeless_rate,psh_beds_pc,rrh_beds_pc,es_beds_pc
NY-503,Albany City & County CoC,Largely Suburban CoC,889,314,283,822,307891,28.873854708322103,26.697759921530672,9.19156454719365,10.198414373918043
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Largely Suburban CoC,924,580,441,946,667346,13.845891037033264,14.175555109343577,6.608266176765876,8.69114372454469
NY-507,Schenectady City & County CoC,Largely Suburban CoC,430,173,88,435,154845,27.76970518906003,28.092608737770025,5.683102457296005,11.17246278536601
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Largely Suburban CoC,1560,1102,410,1263,1273493,12.249772868794723,9.917604572620345,3.219491587311434,8.653365193212684
NY-510,Ithaca/Tompkins County CoC,Largely Rural CoC,273,121,41,123,104268,26.182529635170905,11.796524341120957,3.932174780373652,11.604710937200291
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Largely Rural CoC,676,558,250,503,452488,14.939622708226516,11.116316896801683,5.5250083980127656,12.33181874436449
NY-512,Troy/Rensselaer County CoC,Largely Suburban CoC,156,84,152,695,159959,9.752499077888709,43.4486337123888,9.502434998968486,5.2513456573246895
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Largely Rural CoC,426,334,3,167,261466,16.292749344082978,6.387063710004361,0.11473767143720406,12.774127420008721
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Largely Rural CoC,136,140,5,16,131748,10.322737347056503,1.2144396878890003,0.37951240246531254,10.626347269028752
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Largely Rural CoC,282,267,178,429,308074,9.153644903497213,13.925225757447887,5.7778325986613615,8.66674889799204
NY-519,"Columbia, Greene Counties CoC",Largely Rural CoC,135,23,6,48,109929,12.280653876593075,4.366454711677537,0.5458068389596922,2.0922595493454867
NY-520,"Franklin, Essex Counties CoC",Largely Rural CoC,63,17,27,22,89605,7.030857653032755,2.455220132805089,3.013224708442609,1.8972155571675688
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Largely Rural CoC,182,26,146,420,256602,7.092696081869978,16.367760188930717,5.689745208533059,1.0132422974099968
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Largely Suburban CoC,332,88,61,228,357002,9.299667788975972,6.386518843031691,1.708673900986549,2.464972185029776
NY-600,New York City CoC,Major City CoC,88025,87955,1501,38633,8461961,104.02435085673405,45.65490197839485,1.7738205127629398,103.94162771489965
NY-601,Poughkeepsie/Dutchess County CoC,Largely Suburban CoC,691,588,10,276,295905,23.35208935300181,9.327317889187407,0.3379463003328771,19.87124245957317
NY-602,"Newburgh, Middletown/Orange County CoC",Largely Suburban CoC,491,217,75,297,376242,13.05011136449413,7.893855550417019,1.993397866266924,5.767564493065633
NY-603,"Nassau, Suffolk Counties CoC",Largely Suburban CoC,3536,3424,702,2428,2854931,12.38558830318491,8.504583823567014,2.458903560191122,11.993284601274077
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Largely Suburban CoC,1317,1112,228,1497,972484,13.542639261931301,15.39356945718387,2.344511580653255,11.434635428449209
NY-606,Rockland County CoC,Largely Suburban CoC,157,43,32,75,322642,4.8660744726353045,2.324557869093298,0.9918113574798074,1.3327465116134911
NY-608,Kingston/Ulster County CoC,Largely Rural CoC,435,77,37,162,180505,24.099055427827484,8.974820642087478,2.0498047145508433,4.265809811362566
OH-500,Cincinnati/Hamilton County CoC,Largely Suburban CoC,967,646,1309,1920,809554,11.944848645056414,23.716762563090292,16.169396976606873,7.979702404039755
OH-501,Toledo/Lucas County CoC,Other Largely Urban CoC,631,547,71,1027,434800,14.512419503219872,23.620055197792087,1.6329346826126956,12.580496780128795
OH-502,Cleveland/Cuyahoga County CoC,Largely Suburban CoC,1629,1369,1004,5711,1258710,12.941821388564483,45.37184895647131,7.976420303326421,10.876214537105447
OH-503,Columbus/Franklin County CoC,Major City CoC,2337,1148,545,3486,1272193,18.36985425953452,27.40150275940836,4.283941194457131,9.023788057315203
OH-504,Youngstown/Mahoning County CoC,Other Largely Urban CoC,161,237,113,497,233015,6.9094264317747784,21.32909898504388,4.849473209879193,10.171019033109456
OH-505,"Dayton, Kettering/Montgomery County CoC",Largely Suburban CoC,870,474,295,1436,536856,16.205462917430374,26.74832729819542,5.494955816829839,8.829183244668961
OH-506,"Akron, Barberton/Summit County CoC",Largely Suburban CoC,648,279,391,709,541372,11.969588379155184,13.096355186452199,7.222390518903823,5.153572774358482
OH-507,Ohio Balance of State CoC,Largely Rural CoC,3823,2674,1363,3677,6125679,6.240940800195374,6.002599875050587,2.225059458714699,4.365230368747693
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Largely Suburban CoC,320,253,181,592,374762,8.53875259498028,15.796692300713518,4.829731936535721,6.750951270406285
OK-500,North Central Oklahoma CoC,Largely Rural CoC,214,191,39,20,314238,6.810124809857497,0.6364602626035044,1.2410975120768335,6.078195507863467
OK-501,Tulsa City & County CoC,Major City CoC,1133,546,638,567,683162,16.58464610151033,8.299641959008259,9.338926930947565,7.992247812378323
OK-502,Oklahoma City CoC,Major City CoC,1436,1005,237,973,621561,23.10312262191482,15.654135314152594,3.8129805441461095,16.168968130239833
OK-503,Oklahoma Balance of State CoC,Largely Rural CoC,339,118,18,46,661323,5.126088159643624,0.695575384494415,0.27218167219346673,1.784302073268282
OK-504,Norman/Cleveland County CoC,Largely Suburban CoC,213,125,22,79,200143,10.64239069065618,3.9471777678959543,1.0992140619457087,6.245534442873346
OK-505,Northeast Oklahoma CoC,Largely Rural CoC,331,194,34,11,440915,7.507115884013926,0.24948119252010023,0.7711236859712189,4.399941031718131
OK-506,Southwest Oklahoma Regional CoC,Largely Rural CoC,409,108,43,14,408443,10.013637153776658,0.3427650859483453,1.0527784782699177,2.6441878058872352
OK-507,Southeastern Oklahoma Regional CoC,Largely Rural CoC,573,532,147,105,541012,10.59126230102105,1.9408072279357944,2.717130119110112,9.833423288208024
OR-500,"Eugene, Springfield/Lane County CoC",Other Largely Urban CoC,2824,777,297,991,360273,78.38500248422723,27.506918364684555,8.243748490727866,21.566978374732496
OR-501,"Portland, Gresham/Multnomah County CoC",Major City CoC,6297,1830,3655,5560,778193,80.91822979646437,71.4475714893349,46.96778305638832,23.51601723479908
OR-502,"Medford, Ashland/Jackson County CoC",Largely Suburban CoC,1143,375,153,481,210916,54.19219025583645,22.80528741299854,7.254072711411178,17.779589978948966
OR-503,Central Oregon CoC,Largely Rural CoC,1647,419,67,133,214452,76.80040288735941,6.201854027940984,3.1242422546770374,19.538171712084754
OR-505,Oregon Balance of State CoC,Largely Rural CoC,5365,1033,449,84,1459378,36.76223706263901,0.5755876818754292,3.0766532043103294,7.07835804020617
OR-506,"Hillsboro, Beaverton/Washington County CoC",Largely Suburban CoC,773,449,443,382,564088,13.70353561855597,6.771993022365304,7.853384578292748,7.959750960842989
OR-507,Clackamas County CoC,Largely Suburban CoC,410,188,243,1092,394967,10.38061407661906,27.647879443092712,6.152412733215686,4.759891332693617
PA-500,Philadelphia CoC,Major City CoC,4725,3714,1325,5288,1559938,30.289665358495014,33.898783156766484,8.49392732275257,23.80863854845513
PA-501,Harrisburg/Dauphin County CoC,Largely Suburban CoC,353,194,114,264,271962,12.979754524529163,9.707238511262602,4.191762084408851,7.133349512064186
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Largely Suburban CoC,360,287,226,417,562316,6.4020941961459394,7.4157591105357135,4.019092467580506,5.103891761927457
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Largely Suburban CoC,138,104,142,374,318917,4.327144680277314,11.727189205968951,4.452569163763612,3.2610365706437725
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Largely Suburban CoC,357,162,297,199,815876,4.375664929474577,2.4390961371580975,3.640259058974648,1.9855958503498081
PA-505,Chester County CoC,Largely Suburban CoC,436,242,72,193,512028,8.515159327224293,3.7693251150327716,1.4061730999085988,4.726304030248346
PA-506,Reading/Berks County CoC,Largely Suburban CoC,554,345,35,453,414097,13.378507934131376,10.939465873937749,0.8452125951166032,8.331381294720801
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,234,73,141,238,213006,10.9856060392665,11.17339417668986,6.619531844173404,3.427133507976301
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,2024,1444,1061,1124,3104479,6.519612469596348,3.6205753042620037,3.417642702688599,4.65134407415866
PA-510,Lancaster City & County CoC,Largely Suburban CoC,526,285,62,236,533110,9.866631652004276,4.4268537450057215,1.1629870008065877,5.345988632739959
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,320,134,269,90,626220,5.110025230749577,1.4371945961483183,4.295614959598863,2.139823065376385
PA-512,York City & County CoC,Largely Suburban CoC,332,276,235,274,440604,7.535110893228386,6.218736098628247,5.333587529845394,6.264128332924803
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,1026,813,879,1985,1230360,8.3390227250560809,16.133489385220585,7.1442504632790405,6.607822100848532
PA-601,Western Pennsylvania CoC,Largely Rural CoC,730,763,579,1228,1732726,4.213014637051675,7.087098594930762,3.3415554450039995,4.40346598365812
PA-603,Beaver County CoC,Largely Suburban CoC,70,73,128,152,169205,4.136993587659939,8.983186076061582,7.5647882745781745,4.314293312845365
PA-605,Erie City & County CoC,Largely Suburban CoC,371,256,174,423,279133,13.29115511243744,15.154066341134872,6.233587572949096,9.1712552797412
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,1810,868,407,1375,1054491,17.164679451982046,13.039466434516749,3.859682064616958,8.231459538298573
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,404,151,240,441,988953,4.085128413584872,4.459261461363685,2.4268089585652706,1.526867303097316
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,1424,901,149,354,1467009,9.7068252478342,2.4130731304306927,1.015672023825348,6.141748278299588
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,1165,764,145,717,1481381,7.864283395021268,4.840078278309226,0.9788163882215312,5.157349797249998
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,1060,483,293,409,897262,11.813717732390316,4.558311842026075,3.265489901500342,5.3830430799476625
SD-500,South Dakota Statewide CoC,Largely Rural CoC,1282,1064,326,542,851058,15.063603185681822,6.368543624523828,3.8305262391047377,12.50208563928663
TN-500,Chattanooga/Southeast Tennessee CoC,Largely Rural CoC,1735,238,51,471,679721,25.52517871303079,6.929313644863113,0.7503078468960058,3.5014366188480275
TN-501,Memphis/Shelby County CoC,Major City CoC,1292,941,600,1469,936990,13.788834459279181,15.677862090310462,6.403483495021292,10.042796614691724
TN-502,Knoxville/Knox County CoC,Largely Suburban CoC,921,467,107,317,448164,20.550512758722252,7.0733035228175405,2.387518854704974,10.420292571469373
TN-503,Central Tennessee CoC,Largely Rural CoC,235,120,109,57,1123984,2.0907770929123544,0.5071246565787414,0.9697646941593474,1.067630855955245
TN-504,Nashville-Davidson County CoC,Major City CoC,2129,1015,955,1003,667885,31.876745248059173,15.017555417474567,14.298868817236501,15.197227067534083
TN-506,Upper Cumberland CoC,Largely Rural CoC,613,277,21,130,563185,10.884522847732095,2.308300114527198,0.3728792492697781,4.918454859415645
TN-507,Jackson/West Tennessee CoC,Largely Rural CoC,765,24,90,170,670222,11.41412845296036,2.5364729895467475,1.3428386415247486,0.35809030440659956
TN-509,Appalachian Regional CoC,Largely Rural CoC,572,338,99,426,506941,11.28336433628371,8.403344767931573,1.9528899812798728,6.667442562349465
TN-510,Murfreesboro/Rutherford County CoC,Largely Suburban CoC,337,113,114,255,290289,11.609120566056585,8.78434938974608,3.927120903651189,3.8926724746717922
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Largely Rural CoC,616,163,11,61,660628,9.324460967443098,0.923363829568229,0.16650823156148392,2.4673492495019893
TX-500,San Antonio/Bexar County CoC,Major City CoC,3155,2009,750,1921,1885702,16.731169612165655,10.187187583191829,3.9772986399759875,10.653857290282346
TX-503,Austin/Travis County CoC,Major City CoC,2374,1020,1168,1557,1221863,19.429346825298744,12.742836144477737,9.559173164258187,8.34790807152684
TX-600,"Dallas City & County, Irving CoC",Major City CoC,4244,2152,1251,2422,3624796,11.708245098482784,6.681755331886263,3.4512287036291145,5.936885827505879
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Major City CoC,2776,1562,1555,2059,2056662,13.497599508329516,10.011367935032592,7.56079511363559,7.594830847266104
TX-603,El Paso City & County CoC,Major City CoC,1112,1091,400,154,833592,13.3398593076709,1.8474265587961498,4.798510542327661,13.087937504198695
TX-604,Waco/McLennan County CoC,Largely Rural CoC,242,116,130,110,356567,6.786943267324233,3.0849742124201063,3.6458786146783075,3.2532455330975667
TX-607,Texas Balance of State CoC,Largely Rural CoC,9065,4415,1182,1480,10504126,8.629942177007397,1.4089701513481465,1.1252721073604792,4.2031102825689635
TX-611,Amarillo CoC,Other Largely Urban CoC,683,314,13,184,188456,36.24188139406546,9.763552235004457,0.6898161905166192,16.66171414017065
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Largely Rural CoC,264,395,0,29,329699,8.007303631494182,0.8795901716414062,0,11.98062475166743
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Major City CoC,3270,2061,2440,7027,5628844,5.809363343521334,12.483913215573216,4.334815461220812,3.6614978137606937
TX-701,"Bryan, College Station/Brazos Valley CoC",Other Largely Urban CoC,192,136,72,0,326128,5.887258990335083,0,2.207722121375656,4.170141784820684
UT-500,Salt Lake City & County CoC,Largely Suburban CoC,2297,1420,643,2472,1097677,20.926010110442324,22.52028602220872,5.857825207233093,12.936410255475883
UT-503,Utah Balance of State CoC,Largely Suburban CoC,1165,807,353,433,1224828,9.511539579434828,3.535190247120412,2.8820373146270333,6.588680206526957
UT-504,Provo/Mountainland CoC,Largely Suburban CoC,225,91,59,152,625922,3.5946971028338996,2.428417598358901,0.9426094625208892,1.4538552727017104
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Largely Suburban CoC,690,299,241,938,1050134,6.570590038985501,8.93219341531652,2.294945216515226,2.847255683560384
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Largely Suburban CoC,653,329,372,890,628710,10.386346646307517,14.155970161123571,5.916877415660638,5.23293728428051
VA-502,"Roanoke City & County, Salem CoC",Largely Suburban CoC,334,476,88,142,278230,12.004456744420084,5.103691190741472,3.162850878769363,17.108147935161558
VA-503,Virginia Beach CoC,Major City CoC,313,164,231,367,449733,6.959684968636947,8.160397391341085,5.136380919345478,3.646608098582937
VA-504,Charlottesville CoC,Largely Rural CoC,191,111,30,125,244137,7.8234761629740674,5.120076022888788,1.2288182454933092,4.546627508325243
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Other Largely Urban CoC,480,270,168,693,484270,9.911826047452868,14.310198856010077,3.4691391166085035,5.575402151692239
VA-507,Portsmouth CoC,Other Largely Urban CoC,117,75,55,173,96071,12.178492989559805,18.00751527516108,5.724932601929822,7.80672627535885
VA-508,Lynchburg CoC,Largely Rural CoC,137,94,102,79,258062,5.308801760817167,3.061279847478513,3.952538537250738,3.6425355147212684
VA-513,"Harrisburg, Winchester/Western Virginia CoC",Largely Rural CoC,320,282,42,119,359806,8.893681595081794,3.307337843171042,1.1672957093544856,7.837556905665831
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Largely Suburban CoC,217,214,89,220,351482,6.1738581207572505,6.259210998002742,2.5321353582829276,6.088505243511759
VA-521,Virginia Balance of State CoC,Largely Rural CoC,1088,803,433,420,1698956,6.403932768123482,2.472106399459433,2.54862397849032,4.7264319970617255
VA-600,Arlington County CoC,Other Largely Urban CoC,213,194,182,247,226092,9.420943686640836,10.92475629389806,8.04982042708278,8.580577817879448
VA-601,Fairfax County CoC,Largely Suburban CoC,1310,502,527,652,1170104,11.195586033378229,5.572154270047791,4.503873159992616,4.290216937981581
VA-602,Loudoun County CoC,Largely Suburban CoC,220,69,25,21,362435,6.070053940706609,0.5794142397947218,0.6897788568984784,1.9037896450398002
VA-603,Alexandria CoC,Other Largely Urban CoC,152,121,110,63,151473,10.03479167904511,4.15915707749896,7.262020294045803,7.988222323450384
VA-604,Prince William County CoC,Largely Suburban CoC,326,235,82,166,500606,6.512107325920984,3.3159810309904394,1.6380147261519038,4.694310495679237
VT-500,Vermont Balance of State CoC,Largely Rural CoC,2537,513,63,234,465739,54.4725694004582,5.0242732517568855,1.3526889523960846,11.014752898082403
VT-501,Burlington/Chittenden County CoC,Other Largely Urban CoC,758,252,59,96,160510,47.22447199551429,5.980935767241917,3.6757834402840945,15.699956389010032
WA-500,Seattle/King County CoC,Major City CoC,14149,5288,1247,7251,2085371,67.84883840812978,34.77079138436278,5.979751324824216,25.357598240313113
WA-501,Washington Balance of State CoC,Largely Rural CoC,6764,4659,3379,1744,2209995,30.606404086887075,7.891420568824817,15.289627352098082,21.081495659492443
WA-502,Spokane City & County CoC,Other Largely Urban CoC,2390,1242,706,1122,485859,49.19122626111691,23.093119608775385,14.530964744915707,25.562971973350294
WA-503,"Tacoma, Lakewood/Pierce County CoC",Largely Suburban CoC,2148,1632,816,1209,827075,25.971042529395763,14.617779524226943,9.866094368709003,19.732188737418006
WA-504,Everett/Snohomish County CoC,Largely Suburban CoC,1285,682,599,1557,758649,16.93800426811345,20.52332501591645,7.895614440933818,8.989664522064881
WA-508,Vancouver/Clark County CoC,Largely Suburban CoC,1300,406,461,645,458516,28.3523366687313,14.067120885639758,10.054174772527022,8.854652836542236
WI-500,Wisconsin Balance of State CoC,Largely Rural CoC,2940,1915,631,893,4087801,7.192130928095571,2.1845486118331103,1.5436172162001038,4.684670315409189
WI-501,Milwaukee City & County CoC,Major City CoC,1056,764,491,2210,955306,11.054049697165096,23.133948703347407,5.13971439517809,7.997437470297475
WI-502,Racine City & County CoC,Largely Suburban CoC,241,167,92,147,194873,12.367028782848317,7.543374402816193,4.721023435776121,8.56968384537622
WI-503,Madison/Dane County CoC,Other Largely Urban CoC,624,473,603,895,516818,12.07388287559644,17.317508291119893,11.667550278821558,9.1521580130723
WV-500,"Wheeling, Weirton Area CoC",Largely Rural CoC,113,81,24,16,145047,7.790578226368004,1.1030907223175936,1.6546360834763905,5.584396781732817
WV-501,"Huntington/Cabell, Wayne Counties CoC",Largely Rural CoC,244,195,203,387,137860,17.699115044247787,28.071957057884813,14.725083417960251,14.144784564050486
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Largely Suburban CoC,293,196,74,147,279057,10.499647025518085,5.267740999150711,2.6517879859670246,7.023654665534282
WV-508,West Virginia Balance of State CoC,Largely Rural CoC,766,693,314,446,1284128,5.965137431782502,3.4731740138054774,2.445239103889955,5.396658277056493
WY-500,Wyoming Statewide CoC,Largely Rural CoC,532,621,94,266,583029,9.124760517915918,4.562380258957959,1.6122697155716097,10.651271206063505
